Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Australia,AUS,..,9.57999992370605,10.7299995422363,10.8699998855591,9.72000026702881,8.47000026702881,8.51000022888184,8.35999965667725,7.67999982833862,6.86999988555908,6.28000020980835,6.73999977111816,6.36999988555908,5.92999982833862,5.3899998664856,5.03000020980835,4.78000020980835,4.38000011444092,4.23000001907349,5.55999994277954,5.21000003814697,5.07999992370605,5.21999979019165,5.65999984741211,6.07999992370605,6.05000019073486,5.71000003814697,5.59000015258789,5.30000019073486,5.15999984741211,6.46000003814697
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Austria,AUT,..,3.42000007629395,3.58999991416931,4.25,3.53999996185303,4.34999990463257,5.28000020980835,5.15000009536743,5.51999998092651,4.69999980926514,4.69000005722046,4.01000022888184,4.84999990463257,4.78000020980835,5.82999992370605,5.63000011444092,5.23999977111816,4.8600001335144,4.13000011444092,5.30000019073486,4.82000017166138,4.55999994277954,4.86999988555908,5.32999992370605,5.61999988555908,5.71999979019165,6.01000022888184,5.5,4.84999990463257,4.48999977111816,5.3600001335144
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Azerbaijan,AZE,..,0.899999976158142,1.79999995231628,4.5,6.30000019073486,7.19999980926514,8.10000038146973,9.10000038146973,10,10.8999996185303,11.7799997329712,10.9099998474121,10.039999961853,9.17000007629395,7.98999977111816,7.26000022888184,6.61999988555908,6.32999992370605,5.8600001335144,5.73999977111816,5.63000011444092,5.42000007629395,5.19000005722046,4.96999979019165,4.90999984741211,4.96000003814697,5,5,4.90000009536743,4.84999990463257,6.46299982070923
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,"Bahamas, The",BHS,..,12.1700000762939,14.8100004196167,12.7200002670288,13.8299999237061,10.8299999237061,11.460000038147,9.76000022888184,7.65000009536743,7.44999980926514,7.20100021362305,6.86999988555908,9.05000019073486,10.8400001525879,10.1999998092651,10.1999998092651,7.53999996185303,7.88000011444092,8.18000030517578,14.25,14.3140001296997,14.5200004577637,14.0200004577637,16.1800003051758,13.8000001907349,12,12.6999998092651,9.80000019073486,10,10.0609998703003,13.3210000991821
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Bahrain,BHR,..,1.01300001144409,1.04799997806549,1.00800001621246,1.10599994659424,1.07700002193451,1.0789999961853,1.0900000333786,1.0809999704361,1.08800005912781,1.08399999141693,1.10800004005432,1.10500001907349,1.08700001239777,1.08599996566772,1.09099996089935,1.09700000286102,1.08800005912781,1.10699999332428,1.13900005817413,1.12999999523163,1.18099999427795,1.20000004768372,1.18400001525879,1.19000005722046,1.20200002193451,1.19099998474121,1.18299996852875,1.20099997520447,1.19599997997284,1.78100001811981
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Bangladesh,BGD,..,2.20000004768372,2.33299994468689,2.35599994659424,2.37599992752075,2.48200011253357,2.50999999046326,2.68700003623962,2.90000009536743,3.0550000667572,3.26999998092651,3.61700010299683,3.89800000190735,4.32000017166138,4.26100015640259,4.25,3.58999991416931,4.1269998550415,4.56699991226196,5,3.38000011444092,3.77099990844727,4.11899995803833,4.42999982833862,4.38399982452393,4.36600017547607,4.34999990463257,4.36999988555908,4.41300010681152,4.43800020217896,5.41300010681152
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Barbados,BRB,..,22.6669998168945,22.9400005340576,24.5400009155273,22.9799995422363,19.6599998474121,14.710000038147,14.6099996566772,12.3999996185303,10.6099996566772,9.35000038146973,9.85000038146973,10.3199996948242,11,9.56999969482422,9.07999992370605,8.72999954223633,7.40999984741211,8.11999988555908,10.0200004577637,10.6899995803833,11.1899995803833,11.5900001525879,11.5500001907349,12.1700000762939,9.80000019073486,8.25,8.61999988555908,8.31999969482422,8.40999984741211,10.3769998550415
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Belarus,BLR,..,0.600000023841858,3.09999990463257,8.5,12.8000001907349,17.7000007629395,24.3999996185303,17.1000003814697,14,12.8000001907349,12.2620000839233,11.5539999008179,10.9069995880127,10.3240003585815,9.81999969482422,9.0629997253418,8.39999961853027,7.6729998588562,7.03200006484985,6.09999990463257,6.25299978256226,6.16599988937378,6.05100011825562,6.00600004196167,5.99399995803833,5.84000015258789,5.84000015258789,5.65000009536743,4.76000022888184,4.15999984741211,4.76800012588501
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Belgium,BEL,..,6.98999977111816,6.69999980926514,8.07999992370605,9.64999961853027,9.34000015258789,9.47999954223633,8.96000003814697,9.31999969482422,8.64999961853027,6.59000015258789,6.17999982833862,6.90999984741211,7.67999982833862,7.3600001335144,8.4399995803833,8.25,7.46000003814697,6.98000001907349,7.90999984741211,8.28999996185303,7.1399998664856,7.53999996185303,8.43000030517578,8.52000045776367,8.47999954223633,7.82999992370605,7.09000015258789,5.94999980926514,5.3600001335144,5.55000019073486
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Belize,BLZ,..,9.69999980926514,9.69099998474121,9.77999973297119,11.1000003814697,12.4799995422363,13.8199996948242,12.6800003051758,14.3100004196167,12.8400001525879,10.8509998321533,9.06999969482422,10.039999961853,10.2399997711182,10.5869998931885,10.9099998474121,9.39000034332275,8.51000022888184,8.18000030517578,8.25,8.24199962615967,8.28400039672852,8.30599975585938,8.35000038146973,8.23999977111816,7.57999992370605,7,6.59999990463257,6.64400005340576,6.71099996566772,8.46199989318848
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Benin,BEN,..,1.48500001430511,1.50999999046326,1.41299998760223,1.35699999332428,1.25399994850159,1.18299996852875,1.09599995613098,1.02300000190735,0.935000002384186,0.851000010967255,0.771000027656555,0.689999997615814,0.735000014305115,0.773999989032745,0.824999988079071,0.860000014305115,0.894999980926514,0.941999971866608,0.995000004768372,1.03999996185303,2.65000009536743,2.47099995613098,2.28699994087219,2.13299989700317,2.00699996948242,1.82799994945526,1.64400005340576,1.47000002861023,1.47000002861023,1.58399999141693
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Bhutan,BTN,..,1.4099999666214,1.45099997520447,1.41299998760223,1.43299996852875,1.44500005245209,1.41799998283386,1.40499997138977,1.39999997615814,1.39999997615814,1.59300005435944,1.89999997615814,1.88900005817413,1.79999995231628,2.49000000953674,3.09999990463257,3.13000011444092,3.70000004768372,3.65499997138977,3.96000003814697,3.3199999332428,3.23000001907349,2.04999995231628,2.86999988555908,2.63000011444092,2.45000004768372,2.49300003051758,2.45300006866455,2.44400000572205,2.50200009346008,3.6489999294281
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Bolivia,BOL,..,2.95700001716614,3.25999999046326,3.08400011062622,3.07999992370605,2.75300002098084,2.44300007820129,2.07999992370605,2.12899994850159,2.44300007820129,2.37800002098084,2.48499989509583,2.49399995803833,2.53699994087219,2.50300002098084,2.54399991035461,2.57599997520447,2.64599990844727,2.59999990463257,2.97000002861023,2.61400008201599,2.25,2.0699999332428,2.44000005722046,2.01999998092651,3.10999989509583,3.5,3.65000009536743,3.51999998092651,3.8199999332428,7.90000009536743
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Bosnia and Herzegovina,BIH,..,17.5499992370605,18.3020000457764,19.3190002441406,20.7129993438721,21.7700004577637,22.7670001983643,23.6100006103516,24.4850006103516,25.0939998626709,25.7830009460449,26.6140003204346,27.5459995269775,28.3640003204346,29.367000579834,30.4099998474121,31.1100006103516,28.9799995422363,23.4099998474121,24.0699996948242,27.3099994659424,27.5799999237061,28.0100002288818,27.4899997711182,27.5200004577637,27.6900005340576,25.4099998474121,20.5300006866455,18.3999996185303,15.6899995803833,15.2650003433228
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Botswana,BWA,..,13.8199996948242,16.3020000457764,18.7609996795654,21.2000007629395,21.3689994812012,21.5900001525879,21.1690006256104,20.8600006103516,18.2919998168945,15.8800001144409,18.5400009155273,21.1310005187988,23.7999992370605,21.8309993743896,19.8139991760254,17.7800006866455,17.2049999237061,16.6420001983643,16.1700000762939,17.8600006103516,18.4169998168945,18.951000213623,19.4009990692139,19.9909992218018,20.5709991455078,21.0289993286133,21.5659999847412,22.0709991455078,22.6100006103516,24.9300003051758
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Brazil,BRA,..,6.31400012969971,6.42000007629395,6.03000020980835,6.16900014877319,6.42000007629395,7.25,8.15999984741211,9.42000007629395,10.210000038147,9.56099987030029,9.60999965667725,9.36999988555908,9.98999977111816,9.10999965667725,9.56999969482422,8.64000034332275,8.32999992370605,7.34000015258789,8.52000045776367,7.27400016784668,6.92000007629395,7.19000005722046,6.98000001907349,6.65999984741211,8.43000030517578,11.6000003814697,12.8199996948242,12.3299999237061,11.9300003051758,13.6899995803833
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Brunei Darussalam,BRN,..,4.69999980926514,4.86100006103516,4.82399988174438,5.02699995040894,5.18400001525879,5.23699998855591,5.19199991226196,5.33199977874756,5.57499980926514,5.67799997329712,5.78499984741211,5.94099998474121,6.01200008392334,6.02099990844727,6.125,6.40999984741211,6.33300018310547,6.34899997711182,6.46500015258789,6.77400016784668,6.94099998474121,6.91599988937378,6.88000011444092,6.96999979019165,7.78499984741211,8.38300037384033,9.31999969482422,8.69999980926514,6.92000007629395,7.68200016021729
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Bulgaria,BGR,..,11.1000003814697,15.3000001907349,16.3999996185303,12.8000001907349,11.1000003814697,12.5,13.6999998092651,12.1999998092651,14.1000003814697,16.2199993133545,19.9200000762939,18.1100006103516,13.7299995422363,12.039999961853,10.0799999237061,8.94999980926514,6.88000011444092,5.6100001335144,6.82000017166138,10.2799997329712,11.2600002288818,12.2700004577637,12.9399995803833,11.4200000762939,9.14000034332275,7.57000017166138,6.15999984741211,5.21000003814697,4.23000001907349,5.11999988555908
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Burkina Faso,BFA,..,2.57500004768372,2.61100006103516,2.58100008964539,2.57999992370605,2.52800011634827,2.47099995613098,2.47000002861023,2.44000005722046,2.50699996948242,2.60500001907349,2.64800000190735,2.73000001907349,2.77999997138977,3.41499996185303,4,3.65499997138977,3.29999995231628,3.41300010681152,3.55900001525879,3.64499998092651,3.78500008583069,3.91300010681152,4.04699993133545,4.18800020217896,4.32100009918213,4.43400001525879,4.56300020217896,4.69000005722046,4.69299983978271,4.89499998092651
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Burundi,BDI,..,1.51199996471405,1.53100001811981,1.56200003623962,1.55999994277954,1.5809999704361,1.58800005912781,1.57200002670288,1.557000041008,1.58399999141693,1.5900000333786,1.58700001239777,1.58599996566772,1.61300003528595,1.59899997711182,1.62000000476837,1.61199998855591,1.62699997425079,1.62999999523163,1.62300002574921,1.60800004005432,1.60199999809265,1.5900000333786,1.57799994945526,1.57000005245209,1.60000002384186,1.5900000333786,1.58899998664856,1.58700001239777,1.58899998664856,1.70700001716614
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Cabo Verde,CPV,..,11.2729997634888,11.206000328064,11.1940002441406,11.121000289917,11.1199998855591,11.1079998016357,11.0830001831055,11.048999786377,11.0270004272461,10.9829998016357,11.0080003738403,10.960000038147,10.9309997558594,10.8669996261597,10.8459997177124,10.8030004501343,10.7299995422363,10.7299995422363,10.7250003814697,10.6700000762939,10.8830003738403,11.121000289917,11.3479995727539,11.5749998092651,11.8000001907349,12.0080003738403,12.2399997711182,12.1700000762939,12.2189998626709,15.3059997558594
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Cambodia,KHM,..,0.728999972343445,0.750999987125397,0.797999978065491,1.33299994468689,0.781000018119812,0.839999973773956,0.907000005245209,0.944999992847443,0.897000014781952,0.967999994754791,1.03299999237061,1.09700000286102,1.1139999628067,1.12999999523163,1.13100004196167,1.20899999141693,1.25999999046326,0.819999992847443,0.579999983310699,0.769999980926514,0.579999983310699,0.509999990463257,0.439999997615814,0.689999997615814,0.389999985694885,0.720000028610229,0.140000000596046,0.14300000667572,0.146999999880791,0.331000000238419
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Cameroon,CMR,..,7.49700021743774,7.61199998855591,7.7960000038147,7.81099987030029,7.93100023269653,8.0600004196167,7.93100023269653,7.82100009918213,7.70300006866455,7.59100008010864,7.46000003814697,6.69899988174438,5.92999982833862,5.14300012588501,4.40000009536743,3.73099994659424,3.05999994277954,3.41199994087219,3.76699995994568,4.1100001335144,3.96499991416931,3.82200002670288,3.67499995231628,3.52999997138977,3.55100011825562,3.57500004768372,3.59999990463257,3.61700010299683,3.63800001144409,3.83699989318848
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Canada,CAN,..,10.3199996948242,11.1999998092651,11.3800001144409,10.3999996185303,9.48999977111816,9.61999988555908,9.10000038146973,8.27999973297119,7.57999992370605,6.82999992370605,7.21999979019165,7.65999984741211,7.57000017166138,7.19000005722046,6.76000022888184,6.32000017166138,6.03999996185303,6.1399998664856,8.34000015258789,8.0600004196167,7.51000022888184,7.28999996185303,7.07000017166138,6.90999984741211,6.90999984741211,7,6.34000015258789,5.82999992370605,5.65999984741211,9.46000003814697
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Central African Republic,CAF,..,5.61700010299683,5.68699979782104,5.71999979019165,5.72100019454956,5.69899988174438,5.73999977111816,5.76300001144409,5.71099996566772,5.67700004577637,5.60900020599365,5.69299983978271,5.7960000038147,5.81099987030029,5.71600008010864,5.69500017166138,5.65899991989136,5.60599994659424,5.46999979019165,5.48699998855591,5.66599988937378,5.61499977111816,5.5460000038147,5.51599979400635,5.52899980545044,5.60599994659424,5.65199995040894,5.64799976348877,5.60500001907349,5.6230001449585,6.35699987411499
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Chad,TCD,..,0.675000011920929,0.676999986171722,0.699999988079071,0.691999971866608,0.717999994754791,0.734000027179718,0.748000025749207,0.763999998569489,0.788999974727631,0.806999981403351,0.810000002384186,0.830999970436096,0.841000020503998,0.836000025272369,0.871999979019165,0.910000026226044,0.925000011920929,0.941999971866608,0.958999991416931,0.96399998664856,1,1.00600004196167,1.02900004386902,1.0460000038147,1.07099997997284,1.10399997234344,1.11899995803833,1.12999999523163,1.12300002574921,1.74199998378754
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Channel Islands,CHI,..,5.96199989318848,6.40299987792969,7.375,7.56899976730347,7.30200004577637,7.23000001907349,7.01000022888184,6.57299995422363,6.23699998855591,5.66200017929077,5.31599998474121,5.58900022506714,5.92500019073486,6.11499977111816,6.0479998588562,5.74499988555908,5.42799997329712,5.49700021743774,6.88299989700317,7.24499988555908,7.46700000762939,8.26099967956543,8.82699966430664,8.60900020599365,8.21500015258789,7.74200010299683,7.13800001144409,6.57399988174438,6.41300010681152,7.68599987030029
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Chile,CHL,..,5.23000001907349,4.34999990463257,4.48999977111816,5.86999988555908,4.69999980926514,7.40999984741211,7.1399998664856,7.30999994277954,11.1599998474121,10.4899997711182,10.3900003433228,10.1700000762939,9.77000045776367,10.1599998474121,9.34000015258789,9.02000045776367,8.43000030517578,9.28999996185303,11.3100004196167,8.42000007629395,7.34000015258789,6.65999984741211,6.21000003814697,6.65999984741211,6.51000022888184,6.73999977111816,6.96000003814697,7.23000001907349,7.28999996185303,11.1800003051758
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,China,CHN,..,2.36999988555908,2.36999988555908,2.69000005722046,2.90000009536743,3,3.11999988555908,3.23000001907349,3.24000000953674,3.25,3.25999999046326,3.79999995231628,4.23999977111816,4.57999992370605,4.48999977111816,4.51999998092651,4.42999982833862,4.34999990463257,4.59000015258789,4.71999979019165,4.53000020980835,4.55000019073486,4.57000017166138,4.59000015258789,4.6100001335144,4.63000011444092,4.53000020980835,4.44000005722046,4.28000020980835,4.51999998092651,5
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Colombia,COL,..,10.1199998855591,9.4399995803833,7.80000019073486,8.25,8.72000026702881,11.8100004196167,12.1400003433228,15,20.0599994659424,20.5200004577637,15.039999961853,14.4799995422363,13.2200002670288,12.7399997711182,11.0600004196167,11.289999961853,10.25,10.4899997711182,11.289999961853,10.9799995422363,10.1099996566772,9.73999977111816,9.05000019073486,8.56999969482422,8.30000019073486,8.6899995803833,8.86999988555908,9.10999965667725,9.96000003814697,15.039999961853
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Comoros,COM,..,5.10699987411499,4.98899984359741,4.98699998855591,5.00099992752075,4.91099977493286,4.90299987792969,4.83400011062622,4.81199979782104,4.76999998092651,4.68100023269653,4.68900012969971,4.64900016784668,4.6100001335144,4.57000017166138,4.91900014877319,5.27500009536743,5.64300012588501,5.97700023651123,6.33799982070923,6.69000005722046,7.04500007629395,7.41099977493286,7.75799989700317,8.14000034332275,8.13599967956543,8.10200023651123,8.08600044250488,8.07900047302246,8.08199977874756,9.22299957275391
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,"Congo, Dem. Rep.",COD,..,2.93499994277954,2.93799996376038,2.94300007820129,2.91599988937378,2.90100002288818,2.90300011634827,2.91100001335144,2.89800000190735,2.90100002288818,2.90400004386902,2.88800001144409,2.87100005149841,2.85999989509583,2.8529999256134,2.84999990463257,3.08299994468689,3.31299996376038,3.54699993133545,3.79299998283386,4.01399993896484,4.2519998550415,4.48999977111816,4.47599983215332,4.46400022506714,4.46600008010864,4.47700023651123,4.46500015258789,4.45100021362305,4.45100021362305,5.26599979400635
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,"Congo, Rep.",COG,..,20.068000793457,20.0540008544922,20.0690002441406,20.0909996032715,20,19.9829998016357,20.007999420166,19.9580001831055,19.9930000305176,19.8950004577637,19.9080009460449,19.8840007781982,19.8950004577637,19.8540000915527,19.7999992370605,19.8560009002686,20.0310001373291,19.9839992523193,19.9969997406006,20.0659999847412,20.1840000152588,20.1760005950928,20.3169994354248,20.3099994659424,20.44700050354,20.5590000152588,20.5590000152588,20.6140003204346,20.6219997406006,22.8430004119873
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Costa Rica,CRI,..,5.36999988555908,3.9300000667572,3.95000004768372,4.05000019073486,5.17999982833862,6.15999984741211,5.67999982833862,5.32999992370605,5.90000009536743,5.07999992370605,5.92000007629395,6.32999992370605,6.55999994277954,6.3899998664856,6.57000017166138,5.73999977111816,4.48999977111816,4.78000020980835,7.71000003814697,7.17000007629395,10.1400003433228,9.77999973297119,8.77000045776367,9.0600004196167,9,8.60000038146973,8.14000034332275,9.63000011444092,11.4899997711182,17.4099998474121
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Cote d'Ivoire,CIV,..,6.61299991607666,6.69999980926514,5.84999990463257,4.98999977111816,4.09999990463257,4.09299993515015,4.1100001335144,4.09999990463257,4.33900022506714,4.58400011062622,4.79500007629395,5.0310001373291,5.25500011444092,5.46400022506714,5.68800020217896,5.91800022125244,6.14499998092651,6.36800003051758,6.59299993515015,6.83500003814697,7.125,7.21999979019165,4.25,3.70099997520447,3.1489999294281,2.59999990463257,3.26999998092651,3.29299998283386,3.31800007820129,3.48799991607666
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Croatia,HRV,..,11.1400003433228,11.0069999694824,10.6800003051758,10.625,10.1719999313354,9.68000030517578,9.71000003814697,11.3900003433228,13.5600004196167,16.0599994659424,15.8199996948242,15.0500001907349,13.9200000762939,13.6599998474121,12.6000003814697,11.1300001144409,9.90999984741211,8.52999973297119,9.19999980926514,11.6199998855591,13.6800003051758,15.9300003051758,17.25,17.2900009155273,16.1800003051758,13.1000003814697,11.210000038147,8.43000030517578,6.61999988555908,7.51000022888184
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Cuba,CUB,..,7.90199995040894,8.0649995803833,8.27999973297119,8.14299964904785,8.27000045776367,7.6100001335144,7.09999990463257,6.23000001907349,6.26000022888184,5.44999980926514,4.07999992370605,3.30999994277954,2.32999992370605,1.85000002384186,1.95000004768372,1.9099999666214,1.78999996185303,1.58000004291534,1.66999995708466,2.5,3.1800000667572,3.46000003814697,3.28999996185303,2.70000004768372,2.40000009536743,2,1.70000004768372,1.70000004768372,1.73500001430511,2.62400007247925
